,Tweet,tweet_eng,final,sentiment_score,sentiments,Compound_Score,Sentiments,Positive,Negative,Neutral,Compound
889, senangsemak airasia pernah naik bbrp kali boleh bilang dgn jari kalau dekat mmg pilih malindo atau lion air atau firefly airasia pilihan terakhir kalau beza hara mmg selamat tinggal airasia,easy to check airasia Have you been there so many times you can tell with your finger If it's close choose malindo or lion air or firefly airasia last choice if it's different Goodbye AirAsia,senangsemak airasia bbrp kali bilang jari mmg pilih malindo lion air firefly airasia pilih beza hara mmg selamat tinggal airasia,0.23333333333333334,Positive,0.4404,Positive,0.079,0.0,0.921,0.4404
890,aku tipenya early person lion air tidak,I'm not Lion Air's early person type,tipe early person lion air,0.1,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
891,lion air group indonesia berharap tim atlet indonesia raih kemenangan thomas cup dan uber cup ,Lion Air Group Indonesia hopes that the Indonesian athlete team will win the Thomas Cup and Uber Cup,lion air group indonesia harap tim atlet indonesia raih menang thomas cup uber cup,0.8,Positive,0.765,Positive,0.292,0.0,0.708,0.765
892,sorry say tapi service lion air sama citilink sgt amat jauh beda ,"Sorry, but Lion Air and Citilink service are very different",sorry say service lion air citilink sgt beda,-0.25,Negative,-0.0387,Negative,0.0,0.113,0.887,-0.0387
893,pas check web lion air bisa milih bangku trs berasumsi kalo check web citilink bisa milih bangku juga ternyata nggak ,"When I checked the Lion Air website, I could choose a seat, but I assumed that if I checked the Citilink website, I could choose a seat, but apparently not",pas check web lion air milih bangku trs asumsi check web citilink milih bangku nggak,-0.025,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
894,emang kalo udh rakus bisa ngelakuin segala cara ampe ngakalin regulasi ini dokumenter tentang boeing max tipe pesawat dipake lion air waktu kecelakaan sama etiopia air ,"If you're greedy, you can do everything you can to avoid regulation. This is a documentary about Boeing Max, the type of aircraft used by the Air Lion when it crashed with Ethiopia.",emang udh rakus ngelakuin ampe ngakalin regulasi dokumenter boeing max tipe pesawat dipake lion air celaka etiopia air,0.0,Neutral,-0.5423,Negative,0.0,0.127,0.873,-0.5423
895, tiyasbintang jnecare jne_id liat aja kasus jiwasraya kasus garuda indonesia koperasi indosurya kasus lion air suka delay uang hilang rekening atm amp buku dipemilik semua itu hasilnya gimana jadi korban hanya konsumen banyak stress meninggal gila sakit ,"TiyasBintang JNECare JNE_ID Just look at the Jiwasraya case, the Garuda Indonesia case, the Indosurya cooperative, the Lion Air case, like delays, money lost, ATM accounts & books owned, all the results, how do you become a victim, just a CONSUMER, lots of stress, dies, crazy, sick",tiyasbintang jnecare jne id liat aja jiwasraya garuda indonesia koperasi indosurya lion air suka delay uang hilang rekening atm buku milik hasil gimana korban konsumen stress tinggal gila sakit,-0.46309523809523806,Negative,-0.8555,Negative,0.044,0.229,0.727,-0.8555
896, juliandroaw jumat oper sabtu oper minggu oper senin ujungnya beli lion air aja dah ini mah kalo senin meleset juga wkwk,"juliandroAW Friday, Saturday's transfer, Sunday's transfer, Monday's transfer ends, just buy Lion Air, if Monday you miss it too hahaha",juliandroaw jumat oper sabtu oper minggu oper senin ujung beli lion air aja dah mah senin meleset wkwk,0.2,Positive,0.4588,Positive,0.155,0.069,0.776,0.4588
897, ultgomtokki afat kenapa mesti lion air wkwkwkw,"Afat shop's birthday, why does it have to be Lion Air hahaha",ultgomtokki afat mesti lion air wkwkwkw,0.2,Positive,0.5574,Positive,0.247,0.0,0.753,0.5574
898, fatriady iman sifatnya subyektif alias dugaan buktikan saja kalau neraka dan surga itu ada dimana dan lintang bujur berapa nanti saya berangkat naik lion air kesana qur bukan kitab bukti dan bukan kitab sejarah bung tolol ,"fatriady Faith is subjective, aka conjecture, just prove that hell and heaven exist. Where and what latitude and longitude will I go by Lion Air there? The Qur'an is not a book of evidence and not a book of history, bro, stupid.",fatriady iman sifat subyektif alias duga bukti neraka surga mana lintang bujur berangkat lion air kesana qur kitab bukti kitab sejarah tolol,-0.7999999999999999,Negative,-0.4404,Negative,0.117,0.154,0.729,-0.4404
899,berlian bnjr sgl slh bkul nek wilnyasar nasi mahal nek toer tkok sik hll lion air tws nyasar ,diamond bnjr sgl slh bkul nek wilnyasar nasi mahal nek toer tkok sik hll lion air tws stray,berlian bnjr sgl slh bkul nek wilnyasar nasi mahal nek toer tkok sik hll lion air tws nyasar,0.0,Neutral,0.34,Positive,0.124,0.0,0.876,0.34
900, cengenggurl gua kira lion air wkwkw,"I'm grinning, I think it's Lion Air hahaha",cengenggurl gua lion air wkwkw,0.2,Positive,0.7269,Positive,0.504,0.0,0.496,0.7269
901,bintang buat pelayanan lion air yia orang nya cancel bgt ada ramah nya,"A star for Lion Air YIA's service, the people who cancel it are really friendly",bintang layan lion air yia orang cancel bgt ramah,0.375,Positive,0.3597,Positive,0.189,0.108,0.703,0.3597
902,lion air hobi ngereschedule sekalian rechedule sampe minggu depan aja ion ,Lion Air's hobby is rescheduling and just rescheduling until next week,lion air hobi ngereschedule rechedule sampe minggu aja ion,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
903,bni bareng lion air group branding pesawat batik air dan super air jet ,BNI Together with Lion Air Group Branding Batik Air and Super Air Jet Aircraft,bni bareng lion air group branding pesawat batik air super air jet,0.3333333333333333,Positive,0.5994,Positive,0.231,0.0,0.769,0.5994
904, recontaeur singa lion air ,recontaeur singa lion air,recontaeur singa lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
905,lion air terbangkan unit pesawat selama arus mudik dan libur lebaran ,Lion Air flies aircraft units during homecoming and Eid holidays,lion air terbang unit pesawat arus mudik libur lebaran,0.0,Neutral,0.3818,Positive,0.224,0.0,0.776,0.3818
906,lion air terbangkan unit pesawat selama arus mudik dan libur lebaran tempobisnis,Lion Air Flys Aircraft Units During Homecoming and Eid Holidays TempoBisnis,lion air terbang unit pesawat arus mudik libur lebaran tempobisnis,0.0,Neutral,0.3818,Positive,0.206,0.0,0.794,0.3818
907,kenapa sih pelayanan lion air sejelek itu kesel bgt mau nangis,Why is Lion Air's service so bad? I'm so upset I want to cry,layan lion air jelek kesel bgt nang,-0.6999999999999998,Negative,-0.8726,Negative,0.071,0.476,0.454,-0.8726
908,gkbs nikmatin makanannya lumayan liat landing garuda sama takeoff lionair lama liat pesawat ,Gbs enjoyed the food quite well watching the Garuda landing and Lion Air taking off. Looking at the plane for a long time,gkbs nikmatin makan lumayan liat landing garuda takeoff lionair liat pesawat,0.225,Positive,0.6901,Positive,0.213,0.0,0.787,0.6901
909,lion air kenapa delay mulu mau naik lain ada cuma ini gimana,"Lion Air, why is it delayed, it always wants to board, but there's just this",lion air delay mulu gimana,0.2,Positive,-0.1154,Negative,0.0,0.094,0.906,-0.1154
910, teaatime check secara online lion air waktunya adalah jam sampai dua jam sebelum keberangkatan pesawat dan hanya bisa untuk penerbangan domestik kak ,"Lion Air's online tea time check time is up to two hours before plane departure and is only available for domestic flights, Sis",teaatime check online lion air jam jam berangkat pesawat terbang domestik kak,0.13333333333333333,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
911, teaatime jika kamu ingin melakukan check onlline untuk lionair bisa melalui link terima kasih ,"teatime If you want to check online for Lion Air, you can use the link. Thank you",teaatime check onlline lionair link terima kasih,0.0,Neutral,0.4215,Positive,0.202,0.0,0.798,0.4215
912,sebenernya itu bandara byk lalu lalang pesawat take off landing bukan dari maskapai garuda atau lion air atau batik air tapi esemka air,"Actually, the airport has a lot of planes passing through taking off and landing, not from Garuda or Lion Air or Batik Air, but ESEMKA AIR.",sebenernya bandara byk lalang pesawat take off landing maskapai garuda lion air batik air esemka air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
913,lion air imbau calon penumpang lebih teliti dalam membeli tiket pesawat ,Lion Air Urges Prospective Passengers to Be More Careful in Purchasing Airplane Tickets,lion air imbau calon tumpang teliti beli tiket pesawat,0.2,Positive,0.2247,Positive,0.136,0.0,0.864,0.2247
914,pramugara lion air dari bpp yia jam wita ganteng ganteng bnget anjir ,LION AIR STEWARDS FROM BPP YIA JAM WITA VERY HANDSOME ANJIR,pramugara lion air bpp yia jam wita ganteng ganteng bnget,0.65,Positive,0.5413,Positive,0.259,0.0,0.741,0.5413
915,lion air gajelas bgt asli,Lion Air is clearly very genuine,lion air gajelas bgt asli,0.52,Positive,0.4019,Positive,0.351,0.0,0.649,0.4019
916,lowongan kerja lion air group april ,Lion Air Group Job Vacancies April,lowong kerja lion air group april,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
917, katzedikke maskapai lion air ,katzedikke Lion Air airline,katzedikke maskapai lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
918,imbauan perjalanan udara lion air group calon penumpang lebih teliti dan paham proses pembelian tiket ,Lion Air Group Air Travel Appeals for Prospective Passengers to Be More Careful and Understand the Ticket Purchasing Process,imbau jalan udara lion air group calon tumpang teliti paham proses beli tiket,0.2,Positive,0.2247,Positive,0.095,0.0,0.905,0.2247
919,breaking news jadwal keberangkatan lion air dan batik air makassar kacau sejumlah penumpang tertinggal pesawat delay lionair posjakut lionairgroup abduraufsaid ,BREAKING NEWS Lion Air and Batik Air Makassar's departure schedules are messed up with a number of passengers left behind. Plane delayed Lionair Posjakut Lionairgroup AbduraufSaid,breaking news jadwal berangkat lion air batik air makassar kacau tumpang tinggal pesawat delay lionair posjakut lionairgroup abduraufsaid,-0.2,Negative,-0.4588,Negative,0.045,0.15,0.804,-0.4588
920,lion air group mengimbau calon penumpang lebih teliti dan memahami proses pembelian tiket pesawat udara lionairgroup ,Lion Air Group urges prospective passengers to be more careful and understand the process of purchasing LionAirGroup airplane tickets,lion air group imbau calon tumpang teliti paham proses beli tiket pesawat udara lionairgroup,0.2,Positive,0.2247,Positive,0.095,0.0,0.905,0.2247
921, pangera naik lion air ,Prince Rides Lion Air,pangera lion air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
922, bndt gpp kapanmaneh aldos dadi pesawat lion air,bndt it doesn't matter when you're on a Lion Air plane,bndt gpp kapanmaneh aldos dadi pesawat lion air,0.0,Neutral,-0.0191,Negative,0.0,0.097,0.903,-0.0191
923, hi_bubo alhamdulillah dulu dapet client polisi minta gambarin dia sama pacarnya pramugari lion air full body orangnya enak bgt gak nawar awalnya kita mah agak ngeri karena mindset polisi harus dihindari udah tertanam ,"hi_bubo Thank God, once I got a police client who asked me to take a picture of him and his girlfriend, a Lion Air flight attendant in full body, the person is really nice and doesn't bargain. At first we were a little horrified because the mindset that police should be avoided was already ingrained.",hi bubo alhamdulillah dapet client polisi gambarin pacar pramugari lion air full body orang enak bgt nawar mah ngeri mindset polisi hindar udah tanam,0.2425,Positive,0.1265,Positive,0.12,0.113,0.767,0.1265
924,diterpa isu tiket mahal lion air group kembali beri penjelasan ,"Hit by the issue of expensive tickets, Lion Air Group again provides an explanation",terpa isu tiket mahal lion air group jelas,-0.5,Negative,0.0,Neutral,0.0,0.0,1.0,0.0
925,lion air layani penerbangan ternate makassar tiga kali sehari selama mudik lebaran ,Lion Air serves Ternate Makassar flights three times a day during Eid homecoming,lion air layan terbang ternate makassar kali hari mudik lebaran,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
926,antisipasi puncak arus balik lion air group siagakan pesawat ,"Anticipating the peak of reverse flow, Lion Air Group alerts aircraft",antisipasi puncak arus lion air group siaga pesawat,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
927, akunan nim sebelumnya kami sampaikan permohonan maaf dan terima kasih untuk kepedulian yang bapak ibu sampaikan agar lion air group menjadi lebih baik lagi kedepannya mohon dapat cek nya terima kasih,"Nim's account. Previously, we would like to apologize and thank you for the concern that you have expressed so that Lion Air Group can be even better in the future. Please check it. Thank you.",akun nim mohon maaf terima kasih peduli lion air group depan mohon cek terima kasih,0.11111111111111112,Positive,0.9022,Positive,0.327,0.0,0.673,0.9022
928, enchimtata sebelumnya kami sampaikan permohonan maaf dan terima kasih untuk kepedulian yang bapak ibu sampaikan agar lion air group menjadi lebih baik lagi kedepannya mohon dapat cek nya terima kasih,enchimtata Previously we would like to apologize and thank you for the concern that you conveyed so that Lion Air Group can be even better in the future. Please check it. Thank you.,enchimtata mohon maaf terima kasih peduli lion air group depan mohon cek terima kasih,0.11111111111111112,Positive,0.9022,Positive,0.343,0.0,0.657,0.9022
929,imbauan beli tiket pesawat lion air batik air dan wings air ,Appeal for buying Lion Air Batik Air and Wings Air plane tickets,imbau beli tiket pesawat lion air batik air wings air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
930,maskapai lion air group mengimbau calon penumpang agar lebih teliti saat memesan tiket pesawat khususnya pada libur lebaran simak informasinya ,"Lion Air Group airline urges prospective passengers to be more careful when ordering plane tickets, especially during the Eid holiday. Check out the information",maskapai lion air group imbau calon tumpang teliti mes tiket pesawat libur lebaran simak informasi,0.13333333333333333,Positive,0.5563,Positive,0.173,0.0,0.827,0.5563
931,tmn naik lion air bali bali ,tmn ride lion air bali bali,tmn lion air bal bal,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
932,imbauan beli tiket pesawat lion air batik air dan wings air ,Appeal for buying Lion Air Batik Air and Wings Air plane tickets,imbau beli tiket pesawat lion air batik air wings air,0.0,Neutral,0.0,Neutral,0.0,0.0,1.0,0.0
933, putramangga jkt batam mei termurah hrga lion air kalau mau dicekkan lain juga boleh terima kasih kaa,"Putramangga Jakarta Batam May, cheapest price for Lion Air, if you want to check other things, that's fine, thank you bro",putramangga jkt batam mei murah hrga lion air cek terima kasih kaa,0.14583333333333334,Positive,0.5574,Positive,0.237,0.0,0.763,0.5574
934, pt_transjakarta pagi admin mau tanya dri halte kebon nanas cipinang mau kantor pusat lion air tower gajah mada petojo utara kecamatan gambir jakarta pusat naik apa ,"PT_Transjakarta Morning admin wants to ask from the Kebon Nanas Cipinang bus stop to the Lion Air Tower Gajah Mada Petojo Utara Head Office, Gambir District, Central Jakarta, what's up?",pt transjakarta pagi admin dri halte kebon nanas cipinang kantor pusat lion air tower gajah mada petojo utara camat gambir jakarta pusat,0.1,Positive,0.0,Neutral,0.0,0.0,1.0,0.0
